7.3, 2866, 3, RS, III
353.4, 418, 0, IB, V
353.6, 1317, 1, RS, III
353.6, 1344, 1, RS, III
353.7, 2496, 3, RS, VI
353.7, 2673, 3, LTS, V
353.8, 1042, 1, RS, V
353.8, 2265, 2, FS, III
353.9, 1145, 1, FS, V
353.9, 1169, 1, IB, V
353.9, 1470, 1, RS, III
354.1, 726, 0, FS, III
354.1, 1083, 1, RS, V
354.1, 1100, 1, RS, V
354.1, 1111, 1, FS, V
354.1, 1142, 1, FS, V
354.2, 1058, 1, RS, V
354.2, 1117, 1, FS, V
354.3, 1902, 2, FS, V
354.3, 3578, 4, LTS, IV
354.3, 3796, 4, LTS, III
354.5, 575, 0, RS, III
354.6, 1085, 1, RS, V
354.7, 337, 0, RS, V
354.7, 1115, 1, FS, V
354.8, 1183, 1, IB, V
354.8, 1501, 1, FS, III
354.8, 1898, 2, FS, V
354.9, 1447, 1, RS, III
355, 555, 0, RS, III
355.1, 605, 0, RS, III
355.1, 1045, 1, RS, V
355.1, 1171, 1, IB, V
355.1, 1299, 1, LTS, IV
355.2, 1173, 1, IB, V
355.3, 1089, 1, RS, V
355.3, 1168, 1, IB, V
355.4, 1057, 1, RS, V
355.4, 1296, 1, LTS, IV
355.5, 1416, 1, RS, III
355.6, 2825, 3, LTS, IV
355.7, 414, 0, IB, V
355.7, 1093, 1, RS, V
355.7, 1505, 1, FS, III
355.8, 1889, 2, FS, V
355.9, 1060, 1, RS, V
356, 330, 0, RS, V
356, 682, 0, RS, III
356.2, 1191, 1, IB, V
356.3, 612, 0, RS, III
356.3, 725, 0, FS, III
356.4, 322, 0, RS, V
356.4, 1053, 1, RS, V
356.4, 1521, 1, LTS, III
356.5, 1181, 1, IB, V
356.5, 1885, 2, FS, V
356.6, 1871, 2, FS, V
356.8, 1076, 1, RS, V
356.9, 614, 0, RS, III
356.9, 1298, 1, LTS, IV
357, 3228, 4, RS, VI
357.1, 2550, 3, LTS, VI
357.2, 593, 0, RS, III
357.2, 1096, 1, RS, V
357.4, 1328, 1, RS, III
357.4, 1437, 1, RS, III
357.5, 1102, 1, RS, V
357.5, 1146, 1, FS, V
357.5, 1372, 1, RS, III
357.5, 1881, 2, FS, V
357.6, 689, 0, RS, III
357.6, 1038, 1, RS, V
357.6, 1126, 1, FS, V
357.6, 2044, 2, FS, IV
357.7, 269, 0, LTS, VI
357.7, 1882, 2, FS, V
357.8, 1131, 1, FS, V
357.9, 670, 0, RS, III
357.9, 1063, 1, RS, V
358, 1116, 1, FS, V
358, 1638, 2, RS, VI
358, 3039, 3, LTS, III
358.1, 1098, 1, RS, V
358.1, 1494, 1, FS, III
358.1, 1895, 2, FS, V
358.2, 1873, 2, FS, V
358.2, 1884, 2, FS, V
358.2, 1899, 2, FS, V
358.3, 718, 0, FS, III
358.3, 1079, 1, RS, V
358.4, 1134, 1, FS, V
358.5, 1138, 1, FS, V
358.6, 750, 0, FS, III
358.6, 800, 1, RS, VI
358.6, 1035, 1, RS, V
358.6, 1128, 1, FS, V
358.6, 1136, 1, FS, V
358.6, 1139, 1, FS, V
358.6, 1175, 1, IB, V
358.6, 1883, 2, FS, V
358.7, 1142, 1, FS, V
358.7, 1170, 1, IB, V
358.7, 1891, 2, FS, V
358.8, 1123, 1, FS, V
358.8, 1327, 1, RS, III
358.8, 2552, 3, LTS, VI
358.9, 352, 0, FS, V
358.9, 738, 0, FS, III
358.9, 1140, 1, FS, V
358.9, 1141, 1, FS, V
358.9, 1303, 1, LTS, IV
359, 721, 0, FS, III
359, 1125, 1, FS, V
359, 1135, 1, FS, V
359.1, 1111, 1, FS, V
359.1, 1130, 1, FS, V
359.1, 1180, 1, IB, V
359.1, 2818, 3, LTS, IV
359.2, 1144, 1, FS, V
359.3, 406, 0, IB, V
359.3, 1117, 1, FS, V
359.3, 1143, 1, FS, V
359.3, 1313, 1, RS, III
359.3, 1905, 2, FS, V
359.4, 1071, 1, RS, V
359.4, 1129, 1, FS, V
359.4, 1137, 1, FS, V
359.5, 1112, 1, FS, V
359.5, 1284, 1, FS, IV
359.5, 1338, 1, RS, III
359.5, 3183, 4, RS, VI
359.6, 349, 0, FS, V
359.6, 371, 0, FS, V
359.6, 1110, 1, FS, V
359.6, 1191, 1, IB, V
359.7, 1880, 2, FS, V
359.7, 1907, 2, FS, V
359.7, 2084, 2, RS, III
359.9, 1878, 2, FS, V
359.9, 2167, 2, RS, III
359.9, 3577, 4, LTS, IV
360, 1034, 1, RS, V
360.1, 1120, 1, FS, V
360.1, 1192, 1, IB, V
360.1, 1877, 2, FS, V
360.2, 384, 0, FS, V
360.2, 719, 0, FS, III
360.2, 1119, 1, FS, V
360.3, 1133, 1, FS, V
360.3, 1188, 1, IB, V
360.3, 1716, 2, RS, VI
360.4, 567, 0, RS, III
360.4, 628, 0, RS, III
360.4, 1904, 2, FS, V
360.5, 357, 0, FS, V
360.5, 1122, 1, FS, V
360.6, 571, 0, RS, III
360.6, 744, 0, FS, III
360.6, 1054, 1, RS, V
360.6, 1174, 1, IB, V
360.7, 840, 1, RS, VI
360.7, 1108, 1, RS, V
360.7, 1114, 1, FS, V
360.7, 1118, 1, FS, V
360.7, 1131, 1, FS, V
360.7, 1518, 1, LTS, III
360.7, 2047, 2, FS, IV
360.7, 3439, 4, LTS, V
360.8, 1124, 1, FS, V
360.8, 1374, 1, RS, III
360.8, 1397, 1, RS, III
360.8, 2903, 3, RS, III
360.9, 428, 0, IB, V
360.9, 1281, 1, FS, IV
360.9, 3375, 4, RS, V
361, 1892, 2, FS, V
361, 1903, 2, FS, V
361.1, 1055, 1, RS, V
361.1, 1113, 1, FS, V
361.1, 1510, 1, FS, III
361.2, 353, 0, FS, V
361.2, 354, 0, FS, V
361.2, 383, 0, FS, V
361.2, 2942, 3, RS, III
361.4, 1292, 1, LTS, IV
361.5, 33, 0, RS, VI
361.5, 414, 0, IB, V
361.5, 1480, 1, FS, III
361.5, 1512, 1, LTS, III
361.6, 1274, 1, FS, IV
361.6, 1297, 1, LTS, IV
361.6, 1432, 1, RS, III
361.6, 2516, 3, RS, VI
361.7, 1139, 1, FS, V
361.7, 1304, 1, LTS, IV
361.7, 1896, 2, FS, V
361.7, 1899, 2, FS, V
361.8, 1894, 2, FS, V
361.9, 342, 0, RS, V
361.9, 376, 0, FS, V
361.9, 382, 0, FS, V
362, 379, 0, FS, V
362, 597, 0, RS, III
362.1, 293, 0, RS, V
362.1, 365, 0, FS, V
362.2, 374, 0, FS, V
362.2, 1126, 1, FS, V
362.2, 1130, 1, FS, V
362.2, 1301, 1, LTS, IV
362.2, 1384, 1, RS, III
362.2, 1516, 1, LTS, III
362.2, 1901, 2, FS, V
362.4, 372, 0, FS, V
362.4, 1123, 1, FS, V
362.4, 1496, 1, FS, III
362.5, 349, 0, FS, V
362.5, 361, 0, FS, V
362.5, 1306, 1, LTS, IV
362.5, 1481, 1, FS, III
362.5, 3610, 4, RS, III
362.7, 1424, 1, RS, III
362.7, 3736, 4, RS, III
362.8, 369, 0, FS, V
362.9, 1458, 1, RS, III
362.9, 1881, 2, FS, V
363, 1191, 1, IB, V
363, 1290, 1, LTS, IV
363, 1483, 1, FS, III
363.1, 370, 0, FS, V
363.1, 740, 0, FS, III
363.1, 1176, 1, IB, V
363.2, 1183, 1, IB, V
363.3, 368, 0, FS, V
363.3, 422, 0, IB, V
363.3, 925, 1, RS, VI
363.4, 408, 0, IB, V
363.4, 1115, 1, FS, V
363.5, 366, 0, FS, V
363.5, 1192, 1, IB, V
363.6, 363, 0, FS, V
363.6, 1141, 1, FS, V
363.6, 1661, 2, RS, VI
363.7, 315, 0, RS, V
363.7, 360, 0, FS, V
363.7, 1095, 1, RS, V
363.7, 1408, 1, RS, III
363.7, 1499, 1, FS, III
363.8, 381, 0, FS, V
363.8, 1520, 1, LTS, III
363.8, 2056, 2, LTS, IV
363.9, 30, 0, RS, VI
363.9, 1137, 1, FS, V
364, 303, 0, RS, V
364.2, 411, 0, IB, V
364.3, 377, 0, FS, V
364.3, 428, 0, IB, V
364.4, 367, 0, FS, V
364.5, 534, 0, LTS, IV
364.5, 1271, 1, FS, IV
364.6, 358, 0, FS, V
364.6, 1036, 1, RS, V
364.6, 1186, 1, IB, V
364.7, 1134, 1, FS, V
364.7, 1300, 1, LTS, IV
364.8, 290, 0, RS, V
364.8, 380, 0, FS, V
364.8, 2193, 2, RS, III
365, 1067, 1, RS, V
365, 1493, 1, FS, III
365, 2826, 3, LTS, IV
365.2, 866, 1, RS, VI
365.2, 932, 1, RS, VI
365.2, 1422, 1, RS, III
365.3, 429, 0, IB, V
365.5, 350, 0, FS, V
365.5, 1302, 1, LTS, IV
365.6, 1335, 1, RS, III
365.6, 2661, 3, FS, V
365.7, 1043, 1, RS, V
365.7, 1492, 1, FS, III
365.8, 1338, 1, RS, III
365.9, 382, 0, FS, V
365.9, 1404, 1, RS, III
365.9, 1462, 1, RS, III
366, 281, 0, RS, V
366, 724, 0, FS, III
366, 1375, 1, RS, III
366, 1513, 1, LTS, III
366.1, 1298, 1, LTS, IV
366.2, 2664, 3, FS, V
366.3, 853, 1, RS, VI
366.3, 2257, 2, FS, III
366.4, 715, 0, RS, III
366.4, 1509, 1, FS, III
366.7, 2712, 3, IB, V
366.8, 1291, 1, LTS, IV
366.8, 1875, 2, FS, V
366.8, 2102, 2, RS, III
366.8, 3779, 4, FS, III
367, 3432, 4, LTS, V
367.1, 831, 1, RS, VI
367.1, 1179, 1, IB, V
367.1, 1362, 1, RS, III
367.1, 2258, 2, FS, III
367.2, 2662, 3, FS, V
367.4, 362, 0, FS, V
367.9, 1167, 1, IB, V
368.2, 2247, 2, FS, III
368.2, 3164, 4, RS, VI
368.4, 542, 0, LTS, IV
368.5, 2277, 2, LTS, III
368.5, 2649, 3, FS, V
368.7, 1356, 1, RS, III
368.7, 2256, 2, FS, III
368.8, 857, 1, RS, VI
368.8, 2668, 3, FS, V
368.8, 3580, 4, LTS, IV
369, 275, 0, RS, V
369.1, 1126, 1, FS, V
369.1, 1430, 1, RS, III
369.3, 2250, 2, FS, III
369.4, 2255, 2, FS, III
369.4, 2684, 3, LTS, V
370, 67, 0, RS, VI
370.2, 1789, 2, LTS, VI
370.5, 1186, 1, IB, V
370.5, 1361, 1, RS, III
370.5, 3800, 4, LTS, III
370.6, 532, 0, LTS, IV
370.6, 2658, 3, FS, V
371.1, 622, 0, RS, III
371.1, 3451, 4, IB, V
371.3, 1167, 1, IB, V
371.5, 3318, 4, RS, V
371.6, 1305, 1, LTS, IV
371.7, 896, 1, RS, VI
371.8, 415, 0, IB, V
371.9, 522, 0, FS, IV
372.2, 570, 0, RS, III
372.3, 1123, 1, FS, V
372.5, 828, 1, RS, VI
372.6, 640, 0, RS, III
373, 745, 0, FS, III
373, 1603, 2, RS, VI
373.4, 533, 0, LTS, IV
373.4, 793, 1, RS, VI
373.6, 705, 0, RS, III
373.8, 194, 0, RS, VI
374.3, 1065, 1, RS, V
374.3, 1357, 1, RS, III
374.3, 2064, 2, LTS, IV
374.4, 1882, 2, FS, V
374.4, 2669, 3, LTS, V
374.5, 544, 0, LTS, IV
374.6, 1677, 2, RS, VI
374.9, 3449, 4, IB, V
375.1, 797, 1, RS, VI
375.1, 1176, 1, IB, V
375.2, 1178, 1, IB, V
375.3, 1166, 1, IB, V
375.5, 545, 0, LTS, IV
375.9, 2821, 3, LTS, IV
375.9, 3036, 3, LTS, III
375.9, 3313, 4, LTS, VI
376.1, 543, 0, LTS, IV
376.1, 1184, 1, IB, V
376.4, 675, 0, RS, III
377.3, 126, 0, RS, VI
377.5, 1187, 1, IB, V
377.8, 1554, 2, RS, VI
378.9, 143, 0, RS, VI
378.9, 1172, 1, IB, V
381, 1050, 1, RS, V
382.4, 1185, 1, IB, V
382.5, 850, 1, RS, VI
382.7, 101, 0, RS, VI
383.3, 263, 0, LTS, VI
383.7, 340, 0, RS, V
383.7, 3643, 4, RS, III
384.3, 1026, 1, LTS, VI
384.5, 3695, 4, RS, III
385.2, 603, 0, RS, III
386.2, 1109, 1, RS, V
386.8, 3434, 4, LTS, V
386.9, 1559, 2, RS, VI
387, 3381, 4, RS, V
387.3, 3312, 4, LTS, VI
387.4, 409, 0, IB, V
387.7, 546, 0, RS, III
388, 1883, 2, FS, V
388.2, 1118, 1, FS, V
388.3, 1903, 2, FS, V
388.3, 2816, 3, LTS, IV
388.5, 283, 0, RS, V
388.5, 1130, 1, FS, V
388.7, 354, 0, FS, V
388.8, 23, 0, RS, VI
389.9, 1953, 2, IB, V
390.3, 1793, 2, LTS, VI
391.4, 285, 0, RS, V
391.7, 858, 1, RS, VI
392.9, 1527, 2, RS, VI
393.3, 3448, 4, LTS, V
394.1, 1581, 2, RS, VI
394.1, 1871, 2, FS, V
394.2, 401, 0, LTS, V
395.1, 361, 0, FS, V
395.2, 1116, 1, FS, V
395.4, 2275, 2, LTS, III
395.8, 379, 0, FS, V
396.3, 2676, 3, LTS, V
396.6, 2375, 3, RS, VI
396.9, 399, 0, LTS, V
397.6, 3518, 4, RS, IV
398, 3441, 4, LTS, V
398, 3458, 4, IB, V
398.3, 755, 0, LTS, III
398.3, 1162, 1, LTS, V
398.4, 280, 0, RS, V
398.5, 1542, 2, RS, VI
398.6, 320, 0, RS, V
398.6, 2403, 3, RS, VI
398.6, 3804, 4, LTS, III
398.9, 1616, 2, RS, VI
399, 3354, 4, RS, V
399.2, 760, 0, LTS, III
400, 2430, 3, RS, VI
400.9, 2059, 2, LTS, IV
401.5, 3717, 4, RS, III
402.6, 2384, 3, RS, VI
402.8, 2819, 3, LTS, IV
403.7, 1160, 1, LTS, V
404.3, 3474, 4, IB, V
404.5, 3744, 4, RS, III
404.7, 1161, 1, LTS, V
404.7, 2551, 3, LTS, VI
404.9, 1164, 1, LTS, V
405.6, 3037, 3, LTS, III
405.8, 274, 0, RS, V
406.1, 3364, 4, RS, V
406.2, 2124, 2, RS, III
406.3, 365, 0, FS, V
406.3, 3388, 4, RS, V
406.4, 389, 0, LTS, V
406.7, 3351, 4, RS, V
407.1, 1635, 2, RS, VI
407.1, 1785, 2, LTS, VI
407.4, 2365, 3, RS, VI
407.5, 1369, 1, RS, III
408.5, 1514, 1, LTS, III
408.5, 2679, 3, LTS, V
408.6, 3799, 4, LTS, III
408.7, 2618, 3, RS, V
409, 3578, 4, LTS, IV
409, 3581, 4, LTS, IV
409.1, 3549, 4, FS, IV
409.3, 1515, 1, LTS, III
409.6, 2410, 3, RS, VI
409.7, 1864, 2, RS, V
409.7, 3575, 4, LTS, IV
410.1, 762, 1, RS, VI
410.1, 1859, 2, RS, V
410.5, 1687, 2, RS, VI
410.5, 3585, 4, LTS, IV
410.8, 3668, 4, RS, III
411.2, 267, 0, LTS, VI
411.2, 3583, 4, LTS, IV
411.4, 756, 0, LTS, III
411.5, 754, 0, LTS, III
411.8, 3452, 4, IB, V
412.2, 2587, 3, RS, V
412.3, 1921, 2, LTS, V
412.8, 3319, 4, RS, V
413, 1925, 2, LTS, V
413.1, 3798, 4, LTS, III
413.3, 1910, 2, LTS, V
413.5, 1032, 1, LTS, VI
414.3, 3470, 4, IB, V
414.7, 3459, 4, IB, V
414.8, 3480, 4, RS, IV
414.9, 3328, 4, RS, V
415.2, 3463, 4, IB, V
415.4, 3574, 4, LTS, IV
415.9, 2282, 2, LTS, III
416, 3797, 4, LTS, III
416.1, 1151, 1, LTS, V
416.2, 1846, 2, RS, V
416.6, 2039, 2, FS, IV
417.4, 2281, 2, LTS, III
417.5, 817, 1, RS, VI
417.6, 2265, 2, FS, III
417.6, 3338, 4, RS, V
417.7, 2643, 3, FS, V
417.9, 2055, 2, LTS, IV
418.3, 1832, 2, RS, V
418.3, 2440, 3, RS, VI
418.6, 3604, 4, RS, III
418.9, 1715, 2, RS, VI
419, 1163, 1, LTS, V
419, 2583, 3, RS, V
419.8, 3435, 4, LTS, V
419.8, 3611, 4, RS, III
420.9, 2120, 2, RS, III
421, 2400, 3, RS, VI
421, 3598, 4, RS, III
421.7, 1156, 1, LTS, V
421.7, 3426, 4, FS, V
422, 2640, 3, FS, V
422, 3101, 4, RS, VI
422, 3454, 4, IB, V
422, 3802, 4, LTS, III
422.1, 3391, 4, RS, V
422.2, 3450, 4, IB, V
422.3, 3409, 4, FS, V
422.5, 1706, 2, RS, VI
422.9, 2638, 3, FS, V
422.9, 3404, 4, FS, V
423.2, 2278, 2, LTS, III
423.2, 3418, 4, FS, V
423.2, 3469, 4, IB, V
423.5, 1295, 1, LTS, IV
423.8, 3649, 4, RS, III
423.9, 1913, 2, LTS, V
424.1, 3414, 4, FS, V
424.2, 2632, 3, FS, V
424.4, 3419, 4, FS, V
424.6, 2642, 3, FS, V
424.8, 3251, 4, RS, VI
424.9, 3620, 4, RS, III
425.3, 2079, 2, RS, III
425.4, 1165, 1, LTS, V
425.4, 3066, 4, RS, VI
425.5, 1027, 1, LTS, VI
425.9, 3039, 3, LTS, III
425.9, 3425, 4, FS, V
425.9, 3735, 4, RS, III
426, 2455, 3, RS, VI
426.1, 3706, 4, RS, III
426.2, 398, 0, LTS, V
426.3, 3671, 4, RS, III
426.7, 1914, 2, LTS, V
426.7, 2911, 3, RS, III
427, 3663, 4, RS, III
427.2, 537, 0, LTS, IV
427.3, 2169, 2, RS, III
427.4, 3650, 4, RS, III
427.5, 3428, 4, FS, V
427.6, 2570, 3, RS, V
427.7, 1199, 1, RS, IV
427.7, 2469, 3, RS, VI
427.7, 2690, 3, IB, V
428.1, 3466, 4, IB, V
428.3, 3635, 4, RS, III
428.4, 2843, 3, RS, III
428.5, 1920, 2, LTS, V
428.9, 2576, 3, RS, V
428.9, 2641, 3, FS, V
429.3, 387, 0, LTS, V
429.4, 3473, 4, IB, V
429.7, 3333, 4, RS, V
429.9, 3034, 3, LTS, III
430.2, 2658, 3, FS, V
430.3, 3588, 4, LTS, IV
430.5, 2369, 3, RS, VI
430.6, 2817, 3, LTS, IV
430.7, 3315, 4, LTS, VI
431.1, 3456, 4, IB, V
432.2, 3685, 4, RS, III
432.3, 1891, 2, FS, V
432.5, 3658, 4, RS, III
432.6, 752, 0, LTS, III
433, 2566, 3, RS, V
433.1, 3043, 3, LTS, III
433.2, 2842, 3, RS, III
433.5, 3374, 4, RS, V
433.6, 3464, 4, IB, V
434.1, 1928, 2, IB, V
434.1, 3203, 4, RS, VI
434.4, 3468, 4, IB, V
434.9, 1150, 1, LTS, V
434.9, 2063, 2, LTS, IV
435.3, 1938, 2, IB, V
435.3, 3373, 4, RS, V
435.4, 3322, 4, RS, V
435.6, 3380, 4, RS, V
435.7, 2828, 3, LTS, IV
435.7, 3609, 4, RS, III
435.7, 3632, 4, RS, III
435.8, 3359, 4, RS, V
435.8, 3624, 4, RS, III
436, 2822, 3, LTS, IV
436.1, 3456, 4, IB, V
436.4, 1212, 1, RS, IV
436.5, 3337, 4, RS, V
436.6, 1517, 1, LTS, III
436.6, 3336, 4, RS, V
436.7, 2834, 3, RS, III
436.7, 2841, 3, RS, III
436.9, 386, 0, LTS, V
436.9, 3355, 4, RS, V
437, 3714, 4, RS, III
437.2, 3356, 4, RS, V
437.3, 3713, 4, RS, III
437.5, 3389, 4, RS, V
437.6, 2930, 3, RS, III
437.7, 390, 0, LTS, V
437.9, 1257, 1, RS, IV
438, 3689, 4, RS, III
438.3, 3684, 4, RS, III
438.5, 2974, 3, RS, III
438.6, 2637, 3, FS, V
438.7, 2639, 3, FS, V
438.7, 3600, 4, RS, III
438.9, 3325, 4, RS, V
439, 2924, 3, RS, III
439.1, 3042, 3, LTS, III
439.1, 3317, 4, RS, V
439.1, 3670, 4, RS, III
439.2, 3316, 4, RS, V
439.4, 3357, 4, RS, V
439.5, 2958, 3, RS, III
439.6, 403, 0, LTS, V
439.6, 3631, 4, RS, III
439.8, 3360, 4, RS, V
439.8, 3465, 4, IB, V
439.9, 141, 0, RS, VI
439.9, 1303, 1, LTS, IV
440, 1924, 2, LTS, V
440, 3641, 4, RS, III
440.1, 478, 0, RS, IV
440.1, 3723, 4, RS, III
440.2, 3666, 4, RS, III
440.3, 1939, 2, IB, V
440.3, 3362, 4, RS, V
440.7, 3768, 4, FS, III
440.8, 2709, 3, IB, V
440.9, 3416, 4, FS, V
440.9, 3425, 4, FS, V
440.9, 3780, 4, FS, III
441, 1933, 2, IB, V
441, 2650, 3, FS, V
441, 3638, 4, RS, III
441.1, 3321, 4, RS, V
441.1, 3758, 4, RS, III
441.4, 3331, 4, RS, V
441.4, 3404, 4, FS, V
441.4, 3420, 4, FS, V
441.5, 3418, 4, FS, V
441.6, 1159, 1, LTS, V
441.6, 3323, 4, RS, V
441.7, 3363, 4, RS, V
441.7, 3367, 4, RS, V
441.7, 3475, 4, IB, V
441.7, 3773, 4, FS, III
441.8, 2354, 3, RS, VI
441.8, 3407, 4, FS, V
441.8, 3412, 4, FS, V
441.9, 3021, 3, FS, III
441.9, 3350, 4, RS, V
441.9, 3383, 4, RS, V
441.9, 3633, 4, RS, III
441.9, 3760, 4, RS, III
442, 2923, 3, RS, III
442, 3344, 4, RS, V
442.1, 3776, 4, FS, III
442.2, 3673, 4, RS, III
442.2, 3747, 4, RS, III
442.3, 3451, 4, IB, V
442.4, 3423, 4, FS, V
442.4, 3427, 4, FS, V
442.5, 2552, 3, LTS, VI
442.5, 3371, 4, RS, V
442.5, 3398, 4, FS, V
442.5, 3414, 4, FS, V
442.6, 2688, 3, IB, V
442.6, 2921, 3, RS, III
442.7, 3339, 4, RS, V
442.7, 3400, 4, FS, V
442.7, 3625, 4, RS, III
442.8, 3411, 4, FS, V
442.8, 3459, 4, IB, V
442.9, 3327, 4, RS, V
442.9, 3745, 4, RS, III
443, 3330, 4, RS, V
443, 3406, 4, FS, V
443, 3413, 4, FS, V
443, 3679, 4, RS, III
443.1, 2781, 3, RS, IV
443.1, 3365, 4, RS, V
443.1, 3381, 4, RS, V
443.1, 3393, 4, FS, V
443.1, 3460, 4, IB, V
443.1, 3770, 4, FS, III
443.1, 3779, 4, FS, III
443.1, 3795, 4, LTS, III
443.2, 3397, 4, FS, V
443.3, 3392, 4, RS, V
443.3, 3421, 4, FS, V
443.3, 3422, 4, FS, V
443.3, 3678, 4, RS, III
443.3, 3715, 4, RS, III
443.4, 3763, 4, FS, III
443.4, 3781, 4, FS, III
443.6, 3424, 4, FS, V
443.6, 3707, 4, RS, III
443.7, 2656, 3, FS, V
443.7, 3417, 4, FS, V
443.7, 3429, 4, FS, V
443.7, 3794, 4, FS, III
443.8, 2637, 3, FS, V
443.8, 3777, 4, FS, III
443.9, 3320, 4, RS, V
443.9, 3369, 4, RS, V
443.9, 3667, 4, RS, III
444, 1865, 2, RS, V
444, 2634, 3, FS, V
444, 3403, 4, FS, V
444.1, 3378, 4, RS, V
444.2, 3691, 4, RS, III
444.3, 2557, 3, RS, V
444.3, 3379, 4, RS, V
444.3, 3415, 4, FS, V
444.4, 2659, 3, FS, V
444.4, 3769, 4, FS, III
444.5, 3402, 4, FS, V
444.5, 3405, 4, FS, V
444.5, 3410, 4, FS, V
444.5, 3709, 4, RS, III
444.5, 3804, 4, LTS, III
444.6, 3370, 4, RS, V
444.6, 3772, 4, FS, III
444.7, 1205, 1, RS, IV
444.7, 2875, 3, RS, III
444.7, 3329, 4, RS, V
444.7, 3396, 4, FS, V
444.7, 3762, 4, FS, III
444.8, 1528, 2, RS, VI
444.8, 3342, 4, RS, V
444.8, 3354, 4, RS, V
444.8, 3602, 4, RS, III
444.8, 3660, 4, RS, III
444.8, 3784, 4, FS, III
444.9, 2649, 3, FS, V
444.9, 3349, 4, RS, V
445, 2657, 3, FS, V
445, 3426, 4, FS, V
445, 3472, 4, IB, V
445, 3743, 4, RS, III
445.1, 266, 0, LTS, VI
445.1, 2626, 3, RS, V
445.2, 3346, 4, RS, V
445.2, 3382, 4, RS, V
445.2, 3408, 4, FS, V
445.2, 3601, 4, RS, III
445.3, 3394, 4, FS, V
445.3, 3419, 4, FS, V
445.3, 3455, 4, IB, V
445.3, 3475, 4, IB, V
445.3, 3783, 4, FS, III
445.5, 1872, 2, FS, V
445.5, 3627, 4, RS, III
445.6, 3586, 4, LTS, IV
445.6, 3599, 4, RS, III
445.7, 2560, 3, RS, V
445.7, 2694, 3, IB, V
445.7, 3576, 4, LTS, IV
445.7, 3630, 4, RS, III
445.7, 3765, 4, FS, III
445.8, 2653, 3, FS, V
445.9, 3423, 4, FS, V
445.9, 3661, 4, RS, III
445.9, 3690, 4, RS, III
445.9, 3786, 4, FS, III
445.9, 3792, 4, FS, III
446, 3458, 4, IB, V
446, 3782, 4, FS, III
446.1, 1675, 2, RS, VI
446.1, 3401, 4, FS, V
446.1, 3462, 4, IB, V
446.1, 3549, 4, FS, IV
446.2, 2648, 3, FS, V
446.2, 2894, 3, RS, III
446.2, 3420, 4, FS, V
446.2, 3453, 4, IB, V
446.2, 3582, 4, LTS, IV
446.2, 3674, 4, RS, III
446.2, 3761, 4, RS, III
446.2, 3793, 4, FS, III
446.3, 1213, 1, RS, IV
446.3, 3345, 4, RS, V
446.3, 3573, 4, LTS, IV
446.4, 3016, 3, FS, III
446.5, 3348, 4, RS, V
446.5, 3428, 4, FS, V
446.6, 3470, 4, IB, V
446.6, 3651, 4, RS, III
446.7, 1873, 2, FS, V
446.7, 2644, 3, FS, V
446.7, 3461, 4, IB, V
446.7, 3682, 4, RS, III
446.7, 3698, 4, RS, III
446.8, 3787, 4, FS, III
446.8, 3791, 4, FS, III
446.9, 2652, 3, FS, V
446.9, 2664, 3, FS, V
446.9, 3358, 4, RS, V
446.9, 3555, 4, FS, IV
447, 2663, 3, FS, V
447, 2965, 3, RS, III
447, 3397, 4, FS, V
447, 3558, 4, FS, IV
447, 3729, 4, RS, III
447.1, 2630, 3, RS, V
447.1, 3386, 4, RS, V
447.1, 3399, 4, FS, V
447.1, 3457, 4, IB, V
447.2, 2056, 2, LTS, IV
447.2, 3726, 4, RS, III
447.4, 1152, 1, LTS, V
447.4, 1204, 1, RS, IV
447.4, 2658, 3, FS, V
447.4, 3321, 4, RS, V
447.5, 3449, 4, IB, V
447.5, 3614, 4, RS, III
447.6, 3681, 4, RS, III
447.7, 1871, 2, FS, V
447.7, 3459, 4, IB, V
447.7, 3646, 4, RS, III
447.7, 3789, 4, FS, III
447.8, 2907, 3, RS, III
447.8, 3577, 4, LTS, IV
447.8, 3584, 4, LTS, IV
447.9, 3340, 4, RS, V
447.9, 3557, 4, FS, IV
447.9, 3587, 4, LTS, IV
447.9, 3607, 4, RS, III
447.9, 3755, 4, RS, III
448, 2824, 3, LTS, IV
448, 3351, 4, RS, V
448, 3359, 4, RS, V
448, 3802, 4, LTS, III
448.1, 2064, 2, LTS, IV
448.1, 2661, 3, FS, V
448.1, 3579, 4, LTS, IV
448.1, 3748, 4, RS, III
448.2, 2643, 3, FS, V
448.2, 2668, 3, FS, V
448.2, 3581, 4, LTS, IV
448.2, 3583, 4, LTS, IV
448.3, 3267, 4, RS, VI
448.3, 3463, 4, IB, V
448.3, 3578, 4, LTS, IV
448.3, 3697, 4, RS, III
448.4, 3592, 4, RS, III
448.5, 2622, 3, RS, V
448.5, 2708, 3, IB, V
448.6, 2274, 2, LTS, III
448.6, 2689, 3, IB, V
448.6, 3028, 3, FS, III
448.7, 2913, 3, RS, III
448.7, 3706, 4, RS, III
448.8, 1895, 2, FS, V
448.8, 2633, 3, FS, V
448.8, 3006, 3, FS, III
448.8, 3367, 4, RS, V
448.8, 3455, 4, IB, V
448.8, 3550, 4, FS, IV
448.8, 3759, 4, RS, III
448.9, 1243, 1, RS, IV
448.9, 2110, 2, RS, III
448.9, 2938, 3, RS, III
448.9, 3225, 4, RS, VI
448.9, 3580, 4, LTS, IV
449, 1887, 2, FS, V
