10.9, 2056, 2, LTS, IV
143.4, 1131, 1, FS, V
143.4, 1882, 2, FS, V
143.5, 354, 0, FS, V
143.5, 951, 1, RS, VI
143.5, 1134, 1, FS, V
143.5, 2637, 3, FS, V
143.5, 2641, 3, FS, V
143.6, 1121, 1, FS, V
143.6, 1146, 1, FS, V
143.6, 1500, 1, FS, III
143.8, 1139, 1, FS, V
143.8, 1295, 1, LTS, IV
143.8, 1883, 2, FS, V
143.9, 1167, 1, IB, V
144, 894, 1, RS, VI
144, 913, 1, RS, VI
144, 1025, 1, LTS, VI
144, 1360, 1, RS, III
144.1, 800, 1, RS, VI
144.1, 1008, 1, FS, VI
144.1, 1473, 1, RS, III
144.2, 360, 0, FS, V
144.4, 1111, 1, FS, V
144.4, 1417, 1, RS, III
144.5, 1904, 2, FS, V
144.6, 367, 0, FS, V
144.6, 897, 1, RS, VI
144.6, 1439, 1, RS, III
144.7, 1871, 2, FS, V
144.7, 1875, 2, FS, V
144.8, 916, 1, RS, VI
144.8, 1191, 1, IB, V
144.8, 2649, 3, FS, V
145, 813, 1, RS, VI
145.2, 2656, 3, FS, V
145.3, 1375, 1, RS, III
145.3, 2633, 3, FS, V
145.4, 789, 1, RS, VI
145.6, 824, 1, RS, VI
145.6, 2660, 3, FS, V
145.8, 1881, 2, FS, V
145.8, 2650, 3, FS, V
145.9, 878, 1, RS, VI
146, 827, 1, RS, VI
146.2, 1130, 1, FS, V
146.5, 1772, 2, FS, VI
146.9, 1433, 1, RS, III
146.9, 2662, 3, FS, V
147.2, 2644, 3, FS, V
147.3, 2651, 3, FS, V
147.5, 892, 1, RS, VI
147.5, 2632, 3, FS, V
147.7, 2661, 3, FS, V
147.8, 1029, 1, LTS, VI
147.8, 2643, 3, FS, V
147.8, 2658, 3, FS, V
148.9, 1125, 1, FS, V
148.9, 1354, 1, RS, III
149, 953, 1, RS, VI
149, 2064, 2, LTS, IV
150.8, 2666, 3, FS, V
151.7, 3585, 4, LTS, IV
152.1, 3434, 4, LTS, V
152.3, 1760, 2, FS, VI
152.3, 2056, 2, LTS, IV
153.3, 2664, 3, FS, V
153.6, 262, 0, FS, VI
156.7, 724, 0, FS, III
156.7, 3310, 4, LTS, VI
156.9, 2282, 2, LTS, III
159.8, 2277, 2, LTS, III
160.4, 3578, 4, LTS, IV
161, 754, 0, LTS, III
161.7, 758, 0, LTS, III
163.9, 2276, 2, LTS, III
164.5, 2280, 2, LTS, III
165.7, 534, 0, LTS, IV
166.8, 3038, 3, LTS, III
166.9, 755, 0, LTS, III
168.5, 3034, 3, LTS, III
169.8, 544, 0, LTS, IV
170.5, 3586, 4, LTS, IV
171.4, 267, 0, LTS, VI
171.8, 3043, 3, LTS, III
173.1, 1158, 1, LTS, V
173.4, 1152, 1, LTS, V
173.6, 1163, 1, LTS, V
173.8, 2817, 3, LTS, IV
174.1, 1151, 1, LTS, V
174.3, 391, 0, LTS, V
174.3, 1913, 2, LTS, V
174.6, 399, 0, LTS, V
174.7, 400, 0, LTS, V
174.8, 536, 0, LTS, IV
175, 1924, 2, LTS, V
175.2, 1156, 1, LTS, V
175.3, 402, 0, LTS, V
176.1, 1159, 1, LTS, V
176.3, 1157, 1, LTS, V
176.4, 1164, 1, LTS, V
176.4, 1925, 2, LTS, V
176.5, 1165, 1, LTS, V
176.9, 403, 0, LTS, V
177, 1921, 2, LTS, V
177.1, 404, 0, LTS, V
177.2, 1912, 2, LTS, V
177.2, 3573, 4, LTS, IV
177.3, 1162, 1, LTS, V
177.9, 1160, 1, LTS, V
177.9, 1917, 2, LTS, V
178.1, 1150, 1, LTS, V
178.1, 1923, 2, LTS, V
178.3, 393, 0, LTS, V
178.6, 392, 0, LTS, V
178.7, 387, 0, LTS, V
178.7, 397, 0, LTS, V
178.7, 1161, 1, LTS, V
178.7, 3037, 3, LTS, III
178.7, 3041, 3, LTS, III
178.9, 1149, 1, LTS, V
179.4, 386, 0, LTS, V
179.9, 1920, 2, LTS, V
180.1, 1926, 2, LTS, V
180.4, 1918, 2, LTS, V
180.6, 398, 0, LTS, V
180.8, 1909, 2, LTS, V
181.2, 3039, 3, LTS, III
181.5, 389, 0, LTS, V
181.6, 395, 0, LTS, V
181.8, 390, 0, LTS, V
182, 396, 0, LTS, V
184.4, 1147, 1, LTS, V
184.8, 1914, 2, LTS, V
185, 2278, 2, LTS, III
185.3, 2669, 3, LTS, V
185.9, 1908, 2, LTS, V
185.9, 2063, 2, LTS, IV
186.4, 1148, 1, LTS, V
187, 537, 0, LTS, IV
187.3, 1919, 2, LTS, V
187.4, 2673, 3, LTS, V
187.4, 2686, 3, LTS, V
187.8, 1910, 2, LTS, V
188.8, 3448, 4, LTS, V
189.2, 2685, 3, LTS, V
189.6, 1154, 1, LTS, V
190.6, 3798, 4, LTS, III
191.6, 2678, 3, LTS, V
191.8, 2067, 2, LTS, IV
192, 2682, 3, LTS, V
192.8, 2674, 3, LTS, V
193.1, 2057, 2, LTS, IV
193.3, 2683, 3, LTS, V
193.4, 751, 0, LTS, III
193.8, 1943, 2, IB, V
194.2, 1788, 2, LTS, VI
195.1, 2687, 3, LTS, V
195.8, 2679, 3, LTS, V
196, 3804, 4, LTS, III
196.5, 2058, 2, LTS, IV
199.8, 1514, 1, LTS, III
204.4, 2275, 2, LTS, III
206.9, 3795, 4, LTS, III
210.8, 269, 0, LTS, VI
210.8, 1224, 1, RS, IV
211.6, 1790, 2, LTS, VI
213.9, 3613, 4, RS, III
214.3, 2816, 3, LTS, IV
214.8, 1153, 1, LTS, V
217.6, 3446, 4, LTS, V
217.8, 3316, 4, RS, V
218, 545, 0, LTS, IV
219.1, 401, 0, LTS, V
219.8, 2549, 3, LTS, VI
221.6, 2828, 3, LTS, IV
221.8, 3802, 4, LTS, III
224.5, 2747, 3, RS, IV
226.3, 3086, 4, RS, VI
228.5, 2820, 3, LTS, IV
229.7, 2060, 2, LTS, IV
232.5, 394, 0, LTS, V
232.9, 1161, 1, LTS, V
233.1, 3379, 4, RS, V
233.9, 3336, 4, RS, V
236.8, 2065, 2, LTS, IV
241.1, 3589, 4, LTS, IV
241.2, 2495, 3, RS, VI
241.3, 1831, 2, RS, V
241.8, 2915, 3, RS, III
242.1, 2313, 3, RS, VI
242.3, 1789, 2, LTS, VI
244.7, 2875, 3, RS, III
245.4, 3434, 4, LTS, V
246.5, 754, 0, LTS, III
247.2, 3800, 4, LTS, III
248.5, 3699, 4, RS, III
249.8, 1151, 1, LTS, V
250.6, 165, 0, RS, VI
251.8, 2621, 3, RS, V
252.2, 2276, 2, LTS, III
252.4, 2574, 3, RS, V
252.9, 1515, 1, LTS, III
253.4, 755, 0, LTS, III
254, 2698, 3, IB, V
254.3, 2602, 3, RS, V
254.7, 3581, 4, LTS, IV
254.8, 2604, 3, RS, V
255.2, 2396, 3, RS, VI
256.4, 1857, 2, RS, V
258.1, 2681, 3, LTS, V
258.7, 1913, 2, LTS, V
259.6, 2822, 3, LTS, IV
262.1, 402, 0, LTS, V
262.5, 3036, 3, LTS, III
262.9, 3801, 4, LTS, III
263.2, 3037, 3, LTS, III
263.6, 2685, 3, LTS, V
263.7, 2656, 3, FS, V
263.8, 2817, 3, LTS, IV
264.7, 2859, 3, RS, III
265.3, 395, 0, LTS, V
266, 2840, 3, RS, III
266.4, 2550, 3, LTS, VI
267.6, 3034, 3, LTS, III
267.7, 404, 0, LTS, V
268.1, 542, 0, LTS, IV
268.2, 2154, 2, RS, III
269.7, 1791, 2, LTS, VI
272.3, 2277, 2, LTS, III
272.4, 2913, 3, RS, III
273.7, 1164, 1, LTS, V
274.1, 2673, 3, LTS, V
276.2, 2056, 2, LTS, IV
276.7, 952, 1, RS, VI
277.4, 2692, 3, IB, V
277.8, 2707, 3, IB, V
278.9, 3577, 4, LTS, IV
280.7, 2825, 3, LTS, IV
282.1, 2691, 3, IB, V
282.4, 2695, 3, IB, V
284.3, 3504, 4, RS, IV
287.1, 1250, 1, RS, IV
291, 3038, 3, LTS, III
291.5, 3430, 4, LTS, V
292.3, 3578, 4, LTS, IV
293.3, 2055, 2, LTS, IV
293.6, 2282, 2, LTS, III
294.1, 1923, 2, LTS, V
294.3, 1303, 1, LTS, IV
295.2, 2706, 3, IB, V
297.6, 391, 0, LTS, V
298.9, 1427, 1, RS, III
299.3, 3799, 4, LTS, III
302.5, 3664, 4, RS, III
303.7, 3407, 4, FS, V
308, 266, 0, LTS, VI
308.1, 3753, 4, RS, III
308.4, 2130, 2, RS, III
309.8, 2828, 3, LTS, IV
310.4, 2684, 3, LTS, V
311.9, 1163, 1, LTS, V
312.8, 3043, 3, LTS, III
314.1, 1068, 1, RS, V
315.9, 397, 0, LTS, V
316.1, 1519, 1, LTS, III
316.6, 1028, 1, LTS, VI
317.4, 3466, 4, IB, V
317.9, 2280, 2, LTS, III
317.9, 3798, 4, LTS, III
318, 3037, 3, LTS, III
318.7, 1864, 2, RS, V
321.5, 1517, 1, LTS, III
321.9, 545, 0, LTS, IV
326.5, 3360, 4, RS, V
326.7, 2816, 3, LTS, IV
326.8, 400, 0, LTS, V
327.2, 3375, 4, RS, V
327.8, 3691, 4, RS, III
328.5, 1030, 1, LTS, VI
329.5, 3350, 4, RS, V
330, 136, 0, RS, VI
330.7, 2549, 3, LTS, VI
331.2, 2067, 2, LTS, IV
332.2, 2446, 3, RS, VI
332.5, 760, 0, LTS, III
332.5, 3744, 4, RS, III
333.2, 953, 1, RS, VI
335.1, 3327, 4, RS, V
337.8, 2275, 2, LTS, III
339, 3413, 4, FS, V
339.2, 3673, 4, RS, III
339.7, 3595, 4, RS, III
339.8, 1788, 2, LTS, VI
341.1, 3802, 4, LTS, III
341.4, 2824, 3, LTS, IV
342, 1786, 2, LTS, VI
342.7, 2276, 2, LTS, III
342.9, 3407, 4, FS, V
343.1, 3382, 4, RS, V
343.1, 3693, 4, RS, III
343.7, 3344, 4, RS, V
343.9, 3795, 4, LTS, III
345, 3339, 4, RS, V
345.2, 3088, 4, RS, VI
348.2, 3340, 4, RS, V
351.3, 3712, 4, RS, III
351.8, 3451, 4, IB, V
352.2, 3460, 4, IB, V
353, 3365, 4, RS, V
353.3, 1521, 1, LTS, III
354.8, 3319, 4, RS, V
355.1, 3577, 4, LTS, IV
355.3, 3578, 4, LTS, IV
355.7, 3353, 4, RS, V
355.7, 3586, 4, LTS, IV
357.4, 3804, 4, LTS, III
358, 1306, 1, LTS, IV
358.5, 758, 0, LTS, III
358.5, 3459, 4, IB, V
358.6, 1197, 1, RS, IV
359.1, 269, 0, LTS, VI
359.7, 3361, 4, RS, V
359.8, 3387, 4, RS, V
360.8, 3697, 4, RS, III
360.9, 2552, 3, LTS, VI
362.2, 3736, 4, RS, III
362.7, 3713, 4, RS, III
363.2, 3461, 4, IB, V
363.3, 190, 0, RS, VI
364.4, 3581, 4, LTS, IV
365.1, 3391, 4, RS, V
365.3, 3475, 4, IB, V
365.8, 2056, 2, LTS, IV
365.9, 2550, 3, LTS, VI
365.9, 3800, 4, LTS, III
366.4, 3039, 3, LTS, III
367, 3318, 4, RS, V
367.4, 3797, 4, LTS, III
367.9, 3580, 4, LTS, IV
367.9, 3779, 4, FS, III
369.5, 3405, 4, FS, V
369.8, 404, 0, LTS, V
369.9, 3379, 4, RS, V
369.9, 3449, 4, IB, V
371.1, 3349, 4, RS, V
371.7, 3325, 4, RS, V
372.4, 3330, 4, RS, V
372.4, 3674, 4, RS, III
372.7, 3369, 4, RS, V
372.9, 3458, 4, IB, V
373.1, 3666, 4, RS, III
373.2, 3334, 4, RS, V
373.3, 3342, 4, RS, V
373.6, 1882, 2, FS, V
374.2, 2821, 3, LTS, IV
374.3, 2669, 3, LTS, V
375.3, 3328, 4, RS, V
376, 3348, 4, RS, V
376.2, 3388, 4, RS, V
376.9, 2064, 2, LTS, IV
377, 1603, 2, RS, VI
377.2, 3313, 4, LTS, VI
377.8, 1789, 2, LTS, VI
378.2, 3414, 4, FS, V
379, 3356, 4, RS, V
379.6, 3402, 4, FS, V
379.9, 3368, 4, RS, V
379.9, 3397, 4, FS, V
379.9, 3643, 4, RS, III
380.1, 3036, 3, LTS, III
380.5, 3467, 4, IB, V
381.1, 1921, 2, LTS, V
381.1, 3401, 4, FS, V
381.1, 3418, 4, FS, V
381.3, 3456, 4, IB, V
381.8, 2656, 3, FS, V
382.3, 3589, 4, LTS, IV
382.3, 3799, 4, LTS, III
382.6, 3415, 4, FS, V
382.9, 3464, 4, IB, V
383, 3427, 4, FS, V
383.1, 2708, 3, IB, V
383.2, 3434, 4, LTS, V
384, 2639, 3, FS, V
384.5, 3450, 4, IB, V
384.7, 3400, 4, FS, V
384.8, 3350, 4, RS, V
384.8, 3404, 4, FS, V
384.8, 3576, 4, LTS, IV
384.9, 2651, 3, FS, V
385.2, 3448, 4, LTS, V
385.3, 1165, 1, LTS, V
385.7, 3374, 4, RS, V
386.1, 3457, 4, IB, V
387.4, 3462, 4, IB, V
387.5, 1554, 2, RS, VI
388.6, 3454, 4, IB, V
389.1, 3585, 4, LTS, IV
390.2, 2277, 2, LTS, III
391.3, 1793, 2, LTS, VI
391.5, 399, 0, LTS, V
392, 3381, 4, RS, V
392.4, 2652, 3, FS, V
395.4, 3587, 4, LTS, IV
396.6, 2653, 3, FS, V
397.7, 401, 0, LTS, V
401.5, 2674, 3, LTS, V
402.6, 1295, 1, LTS, IV
408.1, 1161, 1, LTS, V
409.3, 1515, 1, LTS, III
411.2, 267, 0, LTS, VI
412.4, 533, 0, LTS, IV
413.8, 1051, 1, RS, V
414.1, 3037, 3, LTS, III
414.9, 3041, 3, LTS, III
415.2, 1147, 1, LTS, V
415.7, 1032, 1, LTS, VI
419.3, 1151, 1, LTS, V
422, 1516, 1, LTS, III
424.9, 3101, 4, RS, VI
426.5, 754, 0, LTS, III
428.4, 537, 0, LTS, IV
429.3, 2281, 2, LTS, III
430.4, 3447, 4, LTS, V
431.3, 2825, 3, LTS, IV
433.8, 2684, 3, LTS, V
435.7, 752, 0, LTS, III
436.4, 2816, 3, LTS, IV
437.8, 2063, 2, LTS, IV
439.2, 3043, 3, LTS, III
440.9, 2958, 3, RS, III
442.1, 3362, 4, RS, V
442.6, 755, 0, LTS, III
443.2, 2686, 3, LTS, V
449.7, 403, 0, LTS, V
451.1, 1150, 1, LTS, V
452.4, 2552, 3, LTS, VI
452.7, 3632, 4, RS, III
453.8, 95, 0, RS, VI
454.5, 3443, 4, LTS, V
454.9, 390, 0, LTS, V
456.5, 2687, 3, LTS, V
457.5, 306, 0, RS, V
460.2, 3442, 4, LTS, V
460.5, 3430, 4, LTS, V
461.1, 3313, 4, LTS, VI
461.3, 3589, 4, LTS, IV
462.1, 758, 0, LTS, III
462.1, 1805, 2, RS, V
462.2, 2278, 2, LTS, III
463.9, 2056, 2, LTS, IV
464.2, 2276, 2, LTS, III
468.1, 1913, 2, LTS, V
468.6, 1294, 1, LTS, IV
470, 1519, 1, LTS, III
470.7, 3802, 4, LTS, III
471.4, 3578, 4, LTS, IV
475.1, 1028, 1, LTS, VI
476.7, 269, 0, LTS, VI
479.3, 2389, 3, RS, VI
482.9, 1159, 1, LTS, V
483.9, 534, 0, LTS, IV
488.4, 1514, 1, LTS, III
488.8, 2819, 3, LTS, IV
489.4, 1926, 2, LTS, V
489.6, 1164, 1, LTS, V
489.8, 3311, 4, LTS, VI
494.9, 3041, 3, LTS, III
495.1, 2817, 3, LTS, IV
496.2, 2682, 3, LTS, V
496.9, 2059, 2, LTS, IV
503.4, 1917, 2, LTS, V
506.5, 1030, 1, LTS, VI
508.4, 760, 0, LTS, III
511.4, 2669, 3, LTS, V
515.2, 3038, 3, LTS, III
522.3, 1160, 1, LTS, V
527.1, 3448, 4, LTS, V
529.2, 271, 0, LTS, VI
530.3, 1318, 1, RS, III
530.4, 1515, 1, LTS, III
530.5, 267, 0, LTS, VI
531.3, 1629, 2, RS, VI
535, 2593, 3, RS, V
535.1, 1027, 1, LTS, VI
537.5, 3586, 4, LTS, IV
537.7, 3798, 4, LTS, III
539.8, 754, 0, LTS, III
542.7, 1033, 1, RS, V
543.8, 1303, 1, LTS, IV
544.7, 1295, 1, LTS, IV
545, 1810, 2, RS, V
547.1, 1789, 2, LTS, VI
551.8, 1791, 2, LTS, VI
553.3, 1908, 2, LTS, V
553.6, 1925, 2, LTS, V
554.6, 2277, 2, LTS, III
554.8, 2816, 3, LTS, IV
556.6, 3799, 4, LTS, III
560.2, 1920, 2, LTS, V
560.5, 2056, 2, LTS, IV
564.3, 3446, 4, LTS, V
571.7, 402, 0, LTS, V
571.8, 3795, 4, LTS, III
574.1, 2064, 2, LTS, IV
574.1, 3257, 4, RS, VI
576.6, 3309, 4, LTS, VI
579, 1298, 1, LTS, IV
579.4, 3447, 4, LTS, V
580.1, 1465, 1, RS, III
581.4, 386, 0, LTS, V
582.4, 2820, 3, LTS, IV
585.3, 2055, 2, LTS, IV
585.8, 1924, 2, LTS, V
586.8, 1519, 1, LTS, III
587.9, 3585, 4, LTS, IV
589.6, 1092, 1, RS, V
595.5, 3313, 4, LTS, VI
596.1, 1181, 1, IB, V
598.2, 1521, 1, LTS, III
598.7, 2552, 3, LTS, VI
599.7, 2669, 3, LTS, V
600.4, 266, 0, LTS, VI
600.6, 3043, 3, LTS, III
600.8, 1516, 1, LTS, III
601.7, 1469, 1, RS, III
602.2, 3801, 4, LTS, III
603.2, 3310, 4, LTS, VI
603.3, 3037, 3, LTS, III
603.8, 1302, 1, LTS, IV
605.1, 2682, 3, LTS, V
608, 1030, 1, LTS, VI
609.8, 2673, 3, LTS, V
611.8, 3434, 4, LTS, V
611.9, 2817, 3, LTS, IV
613.2, 3578, 4, LTS, IV
616.6, 1163, 1, LTS, V
616.9, 3804, 4, LTS, III
620.2, 399, 0, LTS, V
620.3, 2549, 3, LTS, VI
621, 585, 0, RS, III
621.1, 1789, 2, LTS, VI
621.3, 269, 0, LTS, VI
622.4, 3311, 4, LTS, VI
623.1, 3580, 4, LTS, IV
625.1, 1921, 2, LTS, V
627.5, 1515, 1, LTS, III
627.9, 2276, 2, LTS, III
629.5, 1306, 1, LTS, IV
630.7, 3039, 3, LTS, III
630.8, 2280, 2, LTS, III
631.9, 756, 0, LTS, III
632.8, 394, 0, LTS, V
634.2, 534, 0, LTS, IV
634.6, 2685, 3, LTS, V
637.4, 2067, 2, LTS, IV
637.6, 401, 0, LTS, V
638.5, 3798, 4, LTS, III
639.8, 1791, 2, LTS, VI
643.7, 1160, 1, LTS, V
647.6, 267, 0, LTS, VI
647.9, 1911, 2, LTS, V
654.5, 758, 0, LTS, III
654.8, 1863, 2, RS, V
656, 3589, 4, LTS, IV
656.5, 3802, 4, LTS, III
657.8, 1028, 1, LTS, VI
665, 1912, 2, LTS, V
666.2, 541, 0, LTS, IV
672.1, 2282, 2, LTS, III
673.5, 1908, 2, LTS, V
677.2, 2825, 3, LTS, IV
679.5, 3587, 4, LTS, IV
680.1, 1303, 1, LTS, IV
680.5, 3038, 3, LTS, III
683, 3041, 3, LTS, III
685.1, 402, 0, LTS, V
687.5, 3797, 4, LTS, III
690.2, 1147, 1, LTS, V
690.4, 390, 0, LTS, V
691.7, 2673, 3, LTS, V
692.4, 1164, 1, LTS, V
695.3, 533, 0, LTS, IV
697.6, 1162, 1, LTS, V
702.1, 2821, 3, LTS, IV
703.2, 3578, 4, LTS, IV
703.6, 3043, 3, LTS, III
705.8, 755, 0, LTS, III
708, 2004, 2, RS, IV
708.5, 1515, 1, LTS, III
712.4, 1306, 1, LTS, IV
713.2, 3448, 4, LTS, V
714.7, 1925, 2, LTS, V
716.9, 269, 0, LTS, VI
717.8, 3799, 4, LTS, III
718.9, 1298, 1, LTS, IV
719.5, 2216, 2, RS, III
719.6, 2817, 3, LTS, IV
720.5, 536, 0, LTS, IV
723.1, 545, 0, LTS, IV
726, 3083, 4, RS, VI
726.3, 1302, 1, LTS, IV
727.4, 3795, 4, LTS, III
728, 1926, 2, LTS, V
730.4, 2276, 2, LTS, III
731.3, 2548, 3, LTS, VI
732.9, 2275, 2, LTS, III
735.1, 267, 0, LTS, VI
737.1, 1678, 2, RS, VI
737.5, 2064, 2, LTS, IV
737.8, 3034, 3, LTS, III
739.5, 542, 0, LTS, IV
740.2, 2554, 3, LTS, VI
740.3, 1151, 1, LTS, V
740.5, 2065, 2, LTS, IV
744.6, 2682, 3, LTS, V
745.3, 2819, 3, LTS, IV
746.5, 3036, 3, LTS, III
748, 309, 0, RS, V
749.5, 3038, 3, LTS, III
752.8, 2081, 2, RS, III
753.7, 966, 1, RS, VI
753.9, 2828, 3, LTS, IV
756.6, 2067, 2, LTS, IV
757.3, 714, 0, RS, III
758.8, 698, 0, RS, III
760.6, 1593, 2, RS, VI
763.9, 3313, 4, LTS, VI
764.6, 3447, 4, LTS, V
766.8, 2277, 2, LTS, III
767.4, 212, 0, RS, VI
768, 1514, 1, LTS, III
769.2, 3589, 4, LTS, IV
770, 406, 0, IB, V
770.1, 2683, 3, LTS, V
771.6, 2056, 2, LTS, IV
772.1, 288, 0, RS, V
772.6, 3041, 3, LTS, III
773, 1689, 2, RS, VI
775.9, 533, 0, LTS, IV
776.2, 534, 0, LTS, IV
776.2, 1228, 1, RS, IV
777.6, 819, 1, RS, VI
777.9, 1923, 2, LTS, V
780.8, 1299, 1, LTS, IV
781.2, 345, 0, RS, V
783, 1789, 2, LTS, VI
784.1, 310, 0, RS, V
784.1, 3431, 4, LTS, V
784.8, 1155, 1, LTS, V
786.9, 758, 0, LTS, III
788.6, 1150, 1, LTS, V
788.9, 2550, 3, LTS, VI
789, 1924, 2, LTS, V
789.5, 3577, 4, LTS, IV
789.8, 1297, 1, LTS, IV
790.7, 3802, 4, LTS, III
795, 2185, 2, RS, III
796, 2282, 2, LTS, III
796.3, 1342, 1, RS, III
796.7, 1921, 2, LTS, V
797.3, 753, 0, LTS, III
798.2, 2685, 3, LTS, V
801.3, 399, 0, LTS, V
801.7, 3586, 4, LTS, IV
802, 1158, 1, LTS, V
803, 1030, 1, LTS, VI
803.4, 1912, 2, LTS, V
807.6, 3043, 3, LTS, III
808.2, 754, 0, LTS, III
809.6, 2687, 3, LTS, V
810.2, 3435, 4, LTS, V
811.1, 387, 0, LTS, V
811.4, 1160, 1, LTS, V
811.4, 3063, 4, RS, VI
812.7, 1190, 1, IB, V
813.9, 3798, 4, LTS, III
814.2, 1788, 2, LTS, VI
816.5, 402, 0, LTS, V
816.9, 2059, 2, LTS, IV
817.3, 781, 1, RS, VI
820.3, 2552, 3, LTS, VI
821.6, 1926, 2, LTS, V
823.9, 3311, 4, LTS, VI
825.6, 267, 0, LTS, VI
826.7, 3436, 4, LTS, V
828.7, 3458, 4, IB, V
831.1, 1513, 1, LTS, III
831.3, 2817, 3, LTS, IV
832.7, 1302, 1, LTS, IV
835.2, 1032, 1, LTS, VI
835.2, 3715, 4, RS, III
836.4, 386, 0, LTS, V
837.6, 3799, 4, LTS, III
838.8, 766, 1, RS, VI
842.4, 2058, 2, LTS, IV
843.4, 1515, 1, LTS, III
844.7, 545, 0, LTS, IV
844.9, 1165, 1, LTS, V
845.4, 3578, 4, LTS, IV
848.4, 760, 0, LTS, III
850.2, 2064, 2, LTS, IV
851.7, 391, 0, LTS, V
852, 1163, 1, LTS, V
853, 395, 0, LTS, V
854.5, 2674, 3, LTS, V
856.6, 1295, 1, LTS, IV
860, 2570, 3, RS, V
860.8, 537, 0, LTS, IV
863.1, 1306, 1, LTS, IV
864, 2056, 2, LTS, IV
864.5, 1303, 1, LTS, IV
866.4, 2673, 3, LTS, V
866.5, 1521, 1, LTS, III
866.8, 3804, 4, LTS, III
871.4, 3110, 4, RS, VI
874, 2873, 3, RS, III
874.6, 2550, 3, LTS, VI
877.2, 1230, 1, RS, IV
878.2, 3448, 4, LTS, V
879.6, 3585, 4, LTS, IV
883.4, 3313, 4, LTS, VI
886.9, 758, 0, LTS, III
887.7, 1789, 2, LTS, VI
889.7, 1791, 2, LTS, VI
890.4, 2276, 2, LTS, III
890.9, 1164, 1, LTS, V
893.8, 1512, 1, LTS, III
894.7, 534, 0, LTS, IV
896.8, 2682, 3, LTS, V
897.2, 2828, 3, LTS, IV
901, 2275, 2, LTS, III
902, 399, 0, LTS, V
903.2, 3581, 4, LTS, IV
903.8, 3043, 3, LTS, III
905.1, 755, 0, LTS, III
908.8, 3434, 4, LTS, V
909.2, 1516, 1, LTS, III
910.9, 2368, 3, RS, VI
911.9, 266, 0, LTS, VI
913, 2552, 3, LTS, VI
915, 1519, 1, LTS, III
915, 3586, 4, LTS, IV
916.3, 2067, 2, LTS, IV
918.2, 2058, 2, LTS, IV
921.6, 397, 0, LTS, V
921.7, 1030, 1, LTS, VI
924, 270, 0, LTS, VI
924.7, 3577, 4, LTS, IV
925.4, 613, 0, RS, III
927.7, 1724, 2, RS, VI
928.1, 2280, 2, LTS, III
929.2, 1459, 1, RS, III
930.4, 2825, 3, LTS, IV
933.4, 2460, 3, RS, VI
934.8, 3041, 3, LTS, III
935.4, 1913, 2, LTS, V
935.5, 1925, 2, LTS, V
937.1, 535, 0, LTS, IV
937.4, 601, 0, RS, III
938.3, 1631, 2, RS, VI
939.4, 1151, 1, LTS, V
939.5, 1695, 2, RS, VI
940.8, 2065, 2, LTS, IV
941.2, 1028, 1, LTS, VI
942.2, 754, 0, LTS, III
944.1, 1917, 2, LTS, V
945.7, 430, 0, IB, V
946.4, 3439, 4, LTS, V
947.8, 3802, 4, LTS, III
949.5, 681, 0, RS, III
950, 203, 0, RS, VI
950.8, 1306, 1, LTS, IV
952.2, 3589, 4, LTS, IV
953.5, 267, 0, LTS, VI
953.5, 320, 0, RS, V
956.6, 671, 0, RS, III
956.6, 2063, 2, LTS, IV
956.8, 1613, 2, RS, VI
958.5, 412, 0, IB, V
958.8, 3799, 4, LTS, III
958.9, 1515, 1, LTS, III
961.5, 1521, 1, LTS, III
961.6, 404, 0, LTS, V
962.9, 321, 0, RS, V
963.4, 1516, 1, LTS, III
964.7, 545, 0, LTS, IV
965.7, 319, 0, RS, V
966.1, 418, 0, IB, V
968.1, 2670, 3, LTS, V
969.3, 301, 0, RS, V
969.7, 2276, 2, LTS, III
970.6, 534, 0, LTS, IV
973.6, 403, 0, LTS, V
974.6, 536, 0, LTS, IV
974.9, 275, 0, RS, V
976.2, 427, 0, IB, V
976.2, 1950, 2, IB, V
977.3, 653, 0, RS, III
981.4, 751, 0, LTS, III
982.3, 3311, 4, LTS, VI
983.7, 1033, 1, RS, V
985.7, 1922, 2, LTS, V
986, 2280, 2, LTS, III
987.8, 322, 0, RS, V
987.8, 402, 0, LTS, V
987.8, 1066, 1, RS, V
988, 1801, 2, RS, V
992, 2686, 3, LTS, V
992.3, 1156, 1, LTS, V
992.8, 2680, 3, LTS, V
994.2, 269, 0, LTS, VI
996.1, 1338, 1, RS, III
997.3, 2549, 3, LTS, VI
998, 2055, 2, LTS, IV
